term, docID
小说,"['1000280', '1000323', '1000517', '1000594', '1000856', '1001136', '1001193', '1002299', '1004322', '1004992', '1005279', '1005521', '1006004', '1006073', '1006113', '1006341', '1006646', '1006737', '1006881', '1007305', '1007334', '1007433', '1007772', '1008074', '1008145', '1008357', '1009160', '1009257', '1009393', '1009459', '1009938', '1010472', '1010898', '1011662', '1012203', '1012242', '1012637', '1012747', '1012802', '1013129', '1013225', '1013502', '1014278', '1014533', '1014578', '1015398', '1015452', '1015584', '1015767', '1016003', '1016300', '1016486', '1016523', '1017143', '1017749', '1017818', '1017839', '1017841', '1018136', '1018482', '1019428', '1019431', '1019568', '1020128', '1020459', '1020670', '1020959', '1021597', '1021615', '1022492', '1022632', '1023045', '1023500', '1023658', '1023709', '1024197', '1024217', '1024854', '1025243', '1025336', '1025753', '1026036', '1026317', '1026425', '1026674', '1028693', '1028780', '1028916', '1029111', '1029159', '1029553', '1029791', '1030052', '1030054', '1030366', '1030470', '1031740', '1032431', '1032581', '1032945', '1033790', '1033997', '1034067', '1034108', '1034479', '1035362', '1036067', '1037954', '1038744', '1039487', '1039752', '1039840', '1040104', '1040771', '1041007', '1041111', '1041550', '1043201', '1043485', '1043815', '1044547', '1044663', '1045201', '1045247', '1045466', '1045653', '1045926', '1046265', '1046385', '1047138', '1047447', '1048610', '1049189', '1049348', '1049361', '1049584', '1050349', '1051163', '1051193', '1051440', '1051663', '1052203', '1052360', '1052828', '1053759', '1054685', '1054917', '1055486', '1055976', '1056023', '1056461', '1057197', '1057206', '1057244', '1058234', '1058661', '1058679', '1058759', '1059406', '1059419', '1060068', '1060117', '1060779', '1061118', '1061977', '1062235', '1062326', '1062991', '1063190', '1063245', '1063624', '1063796', '1064682', '1064828', '1064862', '1065239', '1065970', '1066165', '1067907', '1068308', '1068920', '1069059', '1069628', '1069848', '1069885', '1070685', '1070851', '1071241', '1071794', '1072319', '1072842', '1073349', '1073708', '1074841', '1075492', '1075538', '1076045', '1076654', '1078250', '1078554', '1079252', '1079440', '1080309', '1080370', '1080544', '1080812', '1081422', '1082138', '1082154', '1082162', '1082172', '1082173', '1082349', '1082369', '1082387', '1082398', '1082399', '1082407', '1082518', '1082522', '1082577', '1082582', '1082584', '1083003', '1083290', '1083428', '1083474', '1083477', '1083762', '1084082', '1084336', '1084919', '1084973', '1085021', '1085470', '1085799', '1085860', '1086249', '1087758', '1088022', '1089243', '1089509', '1089510', '1089511', '1089512', '1089515', '1089517', '1089518', '1089521', '1089523', '1092149', '1092335', '1096118', '1096790', '1101607', '1119528', '1119796', '1119839', '1125186', '1132956', '1139726', '1140727', '1141406', '1143694', '1151873', '1152701', '1159939', '1186350', '1186392', '1192090', '1200840', '1200842', '1203251', '1203258', '1205054', '1205370', '1205373', '1207819', '1209078', '1209899', '1212080', '1212152', '1212893', '1212894', '1213546', '1213945', '1214898', '1217071', '1227838', '1228110', '1254588', '1255288', '1255624', '1255625', '1258498', '1263399', '1264579', '1275608', '1283273', '1291760', '1291809', '1292227', '1292416', '1312333', '1316622', '1317301', '1319345', '1321789', '1329959', '1330096', '1331571', '1336330', '1337292', '1337303', '1369776', '1391191', '1394364', '1398395', '1400705', '1400707', '1400717', '1401425', '1401841', '1409771', '1417905', '1418686', '1420368', '1421921', '1422833', '1424741', '1426971', '1427288', '1427302', '1432422', '1432596', '1433050', '1433377', '1433379', '1433659', '1433700', '1436348', '1436713', '1440089', '1440345', '1440972', '1440992', '1449348', '1449351', '1453210', '1455933', '1456183', '1457306', '1460313', '1463013', '1464989', '1465324', '1467776', '1468393', '1468493', '1480630', '1480980', '1485225', '1485495', '1489555', '1529893', '1566311', '1703544', '1704006', '1731370', '1752755', '1763809', '1764991', '1765512', '1770782', '1772786', '1777823', '1777932', '1786670', '1789837', '1789841', '1792668', '1793132', '1793713', '1793721', '1794620', '1805514', '1807516', '1818347', '1822793', '1827374', '1827578', '1829226', '1848256', '1851385', '1853323', '1856025', '1856285', '1857446', '1858513', '1858576', '1860750', '1862115', '1863930', '1867064', '1868896', '1876333', '1903164', '1906681', '1908517', '1914083', '1914572', '1915536', '1917078', '1917972', '1919201', '1925218', '1938591', '1939182', '1948901', '1949068', '1949121', '1949925', '1962929', '1963684', '1975797', '1980436', '1985223', '2008972', '2009825', '2026939', '2030664', '2032117', '2032666', '2033081', '2035162', '2042063', '2053249', '2056749', '2057285', '2061644', '2062200', '2062430', '2067299', '2081509', '2119843', '2133074', '2133556', '2136484', '2139305', '2143732', '2154079', '2154960', '2158189', '2158194', '2159042', '2159470', '2160292', '2161892', '2170629', '2180619', '2193877', '2194123', '2214344', '2214350', '2233893', '2242461', '2242467', '2243213', '2250587', '2256039', '2256438', '2257188', '2257609', '2267883', '2277795', '2280027', '2284311', '2295163', '2297697', '2297706', '2297786', '2298149', '2309689', '2317973', '2317974', '2336093', '2340100', '2340955', '2345727', '2361768', '2376336', '2377002', '2377012', '2382705', '2567698', '2567919', '2584971', '2971734', '2996596', '3006581', '3010130', '3010133', '3012517', '3013903', '3014576', '3016219', '3017857', '3018339', '3043491', '3053207', '3055316', '3066477', '3067169', '3087020', '3091349', '3101457', '3102324', '3103080', '3108829', '3123393', '3124525', '3140801', '3151990', '3162513', '3162527', '3187737', '3187750', '3191328', '3211779', '3246230', '3246904', '3259440', '3266344', '3274182', '3274851', '3315879', '3326892', '3335362', '3347997', '3369600', '3373490', '3442373', '3537590', '3598313', '3608235', '3610550', '3615061', '3616310', '3626924', '3646172', '3662581', '3662594', '3667783', '3672237', '3678694', '3683898', '3713327', '3729756', '3776157', '3800166', '3801097', '3864342', '3865832', '3879301', '3880832', '3890174', '4009552', '4010969', '4011440', '4011670', '4067621', '4074636', '4152754', '4159088', '4171951', '4173403', '4238362', '4264003', '4742918', '4885241', '5275059', '5363767', '5385852']"
主人,"['1000856', '1006113', '1006737', '1007433', '1009931', '1013225', '1013380', '1013502', '1015452', '1016003', '1016300', '1016631', '1018136', '1022632', '1023658', '1023709', '1029553', '1030366', '1030470', '1032431', '1033778', '1034479', '1036067', '1038744', '1039840', '1043201', '1043485', '1044663', '1045926', '1046265', '1051440', '1052380', '1052828', '1059419', '1060117', '1063624', '1075492', '1080370', '1080687', '1082406', '1082407', '1083375', '1083428', '1084082', '1084973', '1085799', '1085860', '1085883', '1086249', '1088743', '1089243', '1132956', '1141406', '1180102', '1180108', '1186392', '1212488', '1212894', '1255624', '1264579', '1283273', '1291809', '1317301', '1319345', '1322328', '1367458', '1382833', '1392604', '1394364', '1401841', '1409771', '1417905', '1419736', '1421921', '1422833', '1427302', '1428691', '1432596', '1440589', '1442620', '1455933', '1480630', '1481362', '1495303', '1752755', '1858513', '1873268', '1917972', '1939182', '1948901', '1949925', '2030664', '2053249', '2057285', '2118032', '2154960', '2158189', '2159042', '2174013', '2256039', '2257609', '2340100', '2345727', '3013903', '3017857', '3018339', '3246230', '3246904', '3290010', '3316422', '3615061', '3678694', '4038164', '4173403']"
主人公,"['1000856', '1006113', '1007433', '1009931', '1013225', '1013380', '1013502', '1015452', '1016003', '1016300', '1016631', '1022632', '1023658', '1029553', '1030470', '1032431', '1034479', '1036067', '1038744', '1039840', '1043201', '1043485', '1044663', '1045926', '1046265', '1051440', '1052380', '1059419', '1063624', '1075492', '1080370', '1080687', '1082406', '1082407', '1083375', '1083428', '1084082', '1084973', '1085799', '1085860', '1085883', '1086249', '1089243', '1132956', '1141406', '1180108', '1186392', '1212488', '1212894', '1255624', '1264579', '1283273', '1291809', '1319345', '1392604', '1394364', '1401841', '1409771', '1417905', '1419736', '1421921', '1422833', '1428691', '1440589', '1455933', '1481362', '1495303', '1752755', '1858513', '1873268', '1917972', '1939182', '1949925', '2030664', '2053249', '2057285', '2154960', '2158189', '2159042', '2174013', '2256039', '2257609', '2345727', '3017857', '3018339', '3246230', '3246904', '3290010', '3615061', '3678694', '4038164', '4173403']"
渡边,"['1008074', '1046265', '1080370', '1330096', '2119843', '2159042', '3101457']"
第一,"['1000323', '1000445', '1000594', '1000856', '1001136', '1001204', '1002898', '1003078', '1004322', '1004992', '1005492', '1005660', '1006073', '1007433', '1008145', '1008357', '1009160', '1009931', '1010204', '1011662', '1011977', '1012203', '1012747', '1013225', '1014533', '1014578', '1015398', '1015452', '1016486', '1017143', '1017749', '1018577', '1019428', '1020670', '1020959', '1023045', '1023709', '1024197', '1024217', '1025336', '1026686', '1027191', '1028409', '1028780', '1028916', '1029159', '1029553', '1031740', '1032501', '1032581', '1032945', '1033778', '1033825', '1034282', '1034479', '1035362', '1035614', '1036243', '1036274', '1037954', '1039752', '1040211', '1041111', '1041993', '1045247', '1045818', '1046265', '1046385', '1047138', '1047447', '1047719', '1049189', '1050339', '1051163', '1051440', '1052828', '1053759', '1055486', '1055976', '1056023', '1057197', '1059419', '1060068', '1060774', '1061367', '1062235', '1062326', '1063245', '1063796', '1064828', '1064862', '1065970', '1067907', '1068308', '1069071', '1069685', '1070685', '1070711', '1070851', '1072842', '1073708', '1075538', '1076045', '1077847', '1078250', '1079440', '1080309', '1080544', '1082138', '1082162', '1082172', '1082173', '1082349', '1082369', '1082406', '1082522', '1083003', '1083257', '1083290', '1083762', '1084919', '1088472', '1089509', '1089510', '1089511', '1089512', '1089515', '1089517', '1089518', '1089521', '1089523', '1092335', '1096118', '1101607', '1119528', '1119796', '1159939', '1159949', '1186350', '1186392', '1192090', '1201821', '1203258', '1205370', '1205373', '1209899', '1212080', '1212152', '1213546', '1223575', '1255288', '1255624', '1255625', '1258489', '1258490', '1258498', '1261153', '1263399', '1264579', '1270508', '1277981', '1283273', '1291809', '1292416', '1310164', '1312333', '1313124', '1317301', '1319345', '1321018', '1329959', '1330096', '1331571', '1337279', '1337292', '1351652', '1361264', '1389960', '1398395', '1401840', '1417905', '1418686', '1418707', '1419841', '1424741', '1426971', '1427788', '1433377', '1433640', '1433700', '1436348', '1439216', '1439894', '1440468', '1440589', '1440972', '1456183', '1457306', '1458164', '1460313', '1464989', '1465324', '1468393', '1480630', '1566311', '1752755', '1758767', '1764915', '1777932', '1780565', '1781120', '1793132', '1805514', '1807516', '1812895', '1818347', '1822793', '1823349', '1827374', '1844629', '1848256', '1856025', '1856285', '1858513', '1862115', '1863930', '1864849', '1865891', '1868698', '1868896', '1873281', '1876333', '1903164', '1905830', '1907199', '1908517', '1914083', '1914636', '1916726', '1917972', '1919201', '1963684', '1963912', '1981647', '1985223', '2003526', '2032666', '2035162', '2036345', '2038238', '2053249', '2056749', '2068211', '2070012', '2119843', '2131415', '2136484', '2139305', '2143304', '2143732', '2149669', '2154079', '2154960', '2158189', '2159042', '2159470', '2160226', '2161892', '2180619', '2214344', '2240482', '2250587', '2257609', '2258803', '2265995', '2267630', '2267883', '2275502', '2280027', '2295324', '2297697', '2297706', '2340100', '2340955', '2348372', '2359212', '2567698', '2988943', '3006581', '3009821', '3012517', '3013903', '3018339', '3043491', '3067169', '3071717', '3080607', '3123393', '3124525', '3131048', '3140801', '3151990', '3181927', '3187750', '3266345', '3268399', '3369600', '3369793', '3547099', '3626924', '3662594', '3683898', '3864342', '3879301', '3886010', '3905366', '3908032', '4010196', '4011670', '4038164', '4171951', '4242172', '4618225', '4749115', '4872671', '5275059', '5317075', '5363767', '5366275']"
人称,"['1009160', '1046265', '1047138', '1051163', '1082138', '1180102', '1180108', '1205370', '1209899', '1213945', '1433050', '1440589', '1456183', '1481362', '1764915', '1822793', '1853323', '1858513', '1914083', '2035162', '2053249', '2118032', '2159042', '2257609', '2275502', '2309689', '3033668', '3662594', '3683898', '4618225', '4741216']"
第一人称,"['1009160', '1046265', '1047138', '1051163', '1082138', '1209899', '1456183', '1764915', '1822793', '1858513', '1914083', '2035162', '2053249', '2159042', '2275502', '3662594', '3683898']"
展开,"['1000280', '1000856', '1002299', '1002898', '1003078', '1004322', '1004821', '1004992', '1005279', '1005492', '1006646', '1007305', '1007334', '1007433', '1007772', '1007928', '1008145', '1008732', '1009257', '1009938', '1010204', '1010898', '1011882', '1011977', '1012637', '1012747', '1013129', '1013225', '1013502', '1014533', '1015398', '1015767', '1016204', '1016486', '1016631', '1016806', '1017143', '1017749', '1018136', '1018153', '1018482', '1019431', '1019568', '1020128', '1021056', '1021273', '1021597', '1022060', '1022492', '1022632', '1023658', '1023709', '1024854', '1025176', '1025336', '1026317', '1026655', '1026674', '1026686', '1027191', '1027587', '1028409', '1028693', '1029553', '1030054', '1030200', '1032431', '1033190', '1033778', '1033790', '1033997', '1034279', '1034479', '1035326', '1036067', '1036243', '1037954', '1039487', '1039840', '1040104', '1040771', '1041993', '1043485', '1044203', '1044316', '1044663', '1045466', '1045818', '1046209', '1046265', '1046492', '1048007', '1048610', '1049189', '1051797', '1052828', '1055486', '1055976', '1056461', '1056733', '1057197', '1057601', '1058661', '1058759', '1059258', '1059419', '1059769', '1060774', '1061367', '1061563', '1062134', '1063796', '1064828', '1064862', '1068308', '1069628', '1069848', '1069885', '1070685', '1070711', '1070851', '1073349', '1073708', '1075492', '1075495', '1075743', '1076045', '1077497', '1077528', '1077847', '1080370', '1080544', '1081422', '1082349', '1082387', '1082406', '1082407', '1082518', '1082522', '1082577', '1083428', '1084082', '1084336', '1084973', '1085860', '1087758', '1088065', '1089515', '1102403', '1119522', '1119796', '1125186', '1132956', '1138986', '1139726', '1140727', '1152701', '1159939', '1170801', '1180102', '1180108', '1186350', '1186392', '1205370', '1205373', '1209078', '1212488', '1212894', '1213546', '1213945', '1220853', '1221515', '1227838', '1228110', '1254588', '1255288', '1255624', '1255625', '1257365', '1258490', '1258498', '1261153', '1263399', '1264579', '1270508', '1275608', '1283273', '1291809', '1310164', '1313124', '1316648', '1317301', '1318427', '1319345', '1321018', '1321789', '1322025', '1322066', '1322320', '1329959', '1330096', '1331571', '1336330', '1337292', '1337303', '1340986', '1341035', '1343089', '1351652', '1358416', '1361249', '1361263', '1361264', '1367964', '1368256', '1369776', '1382829', '1382833', '1382834', '1382836', '1382838', '1382840', '1382846', '1389960', '1391191', '1394536', '1398395', '1400705', '1400707', '1400717', '1401795', '1401840', '1401841', '1409771', '1417905', '1418297', '1418707', '1419841', '1421921', '1426971', '1427288', '1427788', '1432422', '1432596', '1433377', '1433700', '1439216', '1439894', '1440468', '1440589', '1440972', '1448761', '1456524', '1456831', '1458164', '1459623', '1464442', '1464716', '1464989', '1467022', '1467333', '1468393', '1474773', '1478487', '1480630', '1481362', '1485225', '1522230', '1529893', '1581547', '1729284', '1731370', '1752755', '1765512', '1777823', '1781120', '1789837', '1791390', '1792668', '1793132', '1793713', '1793721', '1794202', '1794333', '1798557', '1805514', '1807516', '1812895', '1818347', '1819974', '1827374', '1827578', '1844629', '1853323', '1853785', '1855531', '1856025', '1858513', '1858576', '1859140', '1859649', '1860750', '1863930', '1867064', '1867642', '1868698', '1868786', '1868896', '1873281', '1898609', '1903164', '1916726', '1917078', '1919072', '1927902', '1931318', '1937357', '1938591', '1939182', '1962923', '1963912', '1975797', '1981042', '1986590', '1999037', '2022979', '2026939', '2030664', '2033081', '2035162', '2035179', '2036343', '2038238', '2039490', '2042241', '2053249', '2056749', '2062430', '2063819', '2064450', '2067299', '2071404', '2081509', '2081876', '2131415', '2136484', '2139305', '2143732', '2149669', '2158189', '2159042', '2159470', '2161892', '2170629', '2193877', '2201813', '2214344', '2214350', '2242461', '2242467', '2256438', '2257188', '2257609', '2265312', '2265995', '2267630', '2277795', '2284311', '2295163', '2295324', '2317973', '2317974', '2326403', '2336093', '2377012', '2380307', '2584971', '3000997', '3006581', '3012517', '3013903', '3016219', '3017857', '3018339', '3033668', '3053207', '3066477', '3067169', '3124525', '3131048', '3140801', '3162513', '3162527', '3211779', '3246230', '3246904', '3266344', '3266345', '3268399', '3274113', '3274182', '3274851', '3316422', '3335362', '3547099', '3597938', '3608235', '3610550', '3626924', '3646172', '3667783', '3678694', '3682204', '3713327', '3729756', '3864342', '3865832', '3890174', '3905366', '4010196', '4038164', '4074636', '4113090', '4152754', '4171951', '4264003', '4618225', '4741216', '4742918', '4749115', '4872671', '5275059', '5289756']"
他同,"['1014561', '1016631', '1046265', '1223845', '2159042']"
两个,"['1001136', '1006004', '1007433', '1009931', '1011882', '1012203', '1012747', '1014278', '1014578', '1016806', '1017143', '1018136', '1018577', '1021056', '1024701', '1025176', '1025336', '1027191', '1029553', '1030469', '1032581', '1033790', '1033997', '1035326', '1039389', '1039840', '1045926', '1046175', '1046265', '1057197', '1059419', '1061563', '1080370', '1081422', '1082334', '1082518', '1083428', '1084082', '1084973', '1085860', '1087758', '1088743', '1102403', '1119796', '1138986', '1140727', '1151873', '1151876', '1205370', '1205373', '1209899', '1217071', '1227838', '1263399', '1275608', '1322248', '1330096', '1369776', '1394364', '1401841', '1417905', '1418297', '1424741', '1433050', '1433377', '1433700', '1440589', '1441707', '1449661', '1467333', '1478487', '1566311', '1596305', '1703544', '1764991', '1794202', '1827374', '1856025', '1863930', '1867642', '1915536', '1939182', '2008972', '2035179', '2042966', '2053249', '2158189', '2159042', '2214344', '2214350', '2309689', '3018339', '3151990', '3162513', '3162527', '3246230', '3246904', '3290010', '3615061', '3667783', '3672237', '3678694', '3683898', '3905366', '5363767']"
女孩,"['1000323', '1001136', '1006004', '1012203', '1012747', '1015452', '1016523', '1017563', '1020670', '1021597', '1021847', '1026317', '1026674', '1028404', '1028916', '1033790', '1036067', '1036243', '1038744', '1046209', '1046265', '1049190', '1050349', '1056733', '1062326', '1064862', '1069628', '1069848', '1069885', '1072319', '1079440', '1080544', '1080812', '1087145', '1088743', '1139726', '1212453', '1212894', '1217071', '1221515', '1227838', '1257365', '1258489', '1283273', '1324985', '1330096', '1331571', '1369776', '1388169', '1394536', '1400705', '1418707', '1440345', '1464716', '1468493', '1478487', '1566311', '1731370', '1758767', '1765512', '1794620', '1812618', '1818347', '1853785', '1915337', '1981355', '1981647', '2008972', '2026939', '2042241', '2042966', '2067299', '2081509', '2082194', '2086633', '2130986', '2159042', '2170629', '2174013', '2180619', '2193877', '2214344', '2250587', '2284311', '2340955', '2360269', '2980812', '3124525', '3266345', '3672237', '3729756', '3864342', '3865832', '4067621']"
间,"['1002898', '1004821', '1005492', '1015398', '1021425', '1027587', '1035614', '1046265', '1059537', '1069885', '1070685', '1075495', '1082334', '1082522', '1083428', '1088581', '1119522', '1152701', '1316648', '1321017', '1401795', '1401841', '1427788', '1440589', '1851385', '1915536', '2067299', '2118032', '2149669', '2159042', '2193877', '2214344', '2277795', '3043491', '3124525', '3335362', '3506871', '3729756', '3995526', '4618225']"
爱情,"['1000594', '1000856', '1004821', '1006004', '1006073', '1006113', '1007305', '1007334', '1007433', '1007772', '1009459', '1009931', '1010472', '1012203', '1012747', '1013380', '1015403', '1016300', '1016523', '1016631', '1017749', '1018577', '1019431', '1021597', '1024854', '1025336', '1026317', '1026411', '1028780', '1028916', '1029159', '1030470', '1032581', '1033790', '1033997', '1034479', '1035146', '1035477', '1035614', '1036067', '1036243', '1037954', '1038744', '1039840', '1041111', '1043201', '1043485', '1045201', '1045247', '1045352', '1045653', '1045926', '1046265', '1051663', '1051797', '1052380', '1052828', '1055486', '1056461', '1058661', '1062235', '1062326', '1065970', '1068920', '1069628', '1069848', '1073708', '1075492', '1078554', '1079252', '1080370', '1082173', '1082334', '1082369', '1082407', '1082518', '1082522', '1083375', '1083428', '1083474', '1084082', '1084919', '1085883', '1086249', '1087145', '1088022', '1088743', '1119522', '1119796', '1132956', '1180108', '1186392', '1200840', '1212453', '1212488', '1217071', '1261153', '1279212', '1291760', '1292227', '1321018', '1321789', '1322066', '1324985', '1330096', '1351652', '1400705', '1400707', '1401840', '1401841', '1418297', '1420368', '1422833', '1427288', '1431836', '1433377', '1433659', '1433700', '1436348', '1437131', '1439216', '1442620', '1453210', '1455933', '1470133', '1470158', '1489555', '1763809', '1764915', '1764991', '1777932', '1786670', '1793721', '1794333', '1796596', '1819974', '1851385', '1855531', '1856285', '1857446', '1863930', '1868896', '1873281', '1915536', '1925218', '1937357', '1949925', '1962929', '1999037', '2033081', '2038238', '2081509', '2119843', '2139305', '2143732', '2154960', '2159042', '2209098', '2243692', '2294740', '2331434', '2340955', '2345727', '2376336', '2567919', '2971734', '2980812', '3010130', '3017857', '3103080', '3111928', '3124525', '3191328', '3246904', '3259440', '3268399', '3335362', '3506871', '3537590', '3554154', '3598313', '3616310', '3642673', '3646172', '3667783', '3865832', '3886010', '4010969', '4011440', '4038164', '4238362', '5289756']"
纠葛,"['1017749', '1018577', '1033997', '1038744', '1045926', '1046265', '1083428', '1086249', '1119796', '1200840', '1255624', '1330096', '1401841', '1417905', '1420368', '1427288', '1596305', '1827578', '1851385', '1925218', '1986590', '2159042', '2209098', '2267883', '2980812', '3124525']"
